Metal,PMID,Journal,Title,Abstract,Year,Dose (ppm),Country,Organs,Species
Mercury,41167610,Occup Environ Med,Association of maternal exposure to trace elements and toxic metals with repeated measurements of foetal and early-childhood growth: a systematic review.,"Trace elements play crucial roles in regulating biological functions and maintaining homeostasis, but toxic metals may exert detrimental effects on the human body even at low doses. Prenatal elements exposure was related to children's anthropometric outcomes at single time points. However, most existing studies ignore the dynamic characteristics of child growth and the evolving trajectories of physical development. This review systematically examines the associations between prenatal trace elements and toxic metals exposure and childhood growth and development, with a particular focus on changes in longitudinal growth trajectories. A comprehensive search was conducted across four electronic databases, and 24 studies were included in the final analysis. Maternal exposure to elevated concentrations of trace elements such as vanadium, chromium and manganese has been linked to physical growth restriction in children. In contrast, prenatal exposure to other trace elements, including zinc, calcium and copper, appears to have positive effects on child growth and development. The effects of lithium exposure during pregnancy have not been fully determined. Moreover, children's growth parameters and trajectories are generally negatively affected by exposure to toxic metals, such as lead, cadmium and mercury. This review provides evidence that prenatal element exposure plays an important role in offspring growth and development, and further research is needed to better elucidate the underlying mechanisms of these effects.",2025,,China,,Human
Mercury,41110787,Environ Res,Prenatal exposure to environmental metal mixtures and social development in early childhood: Evidence from a birth cohort and mechanistic study.,"OBJECTIVES: Neurodevelopmental disorders, particularly autism spectrum disorder (ASD), are increasingly linked to prenatal exposure to environmental heavy metal mixtures. This study aimed to evaluate the neurodevelopmental risks of such mixtures by integrating human cohort data, zebrafish behavioral assays, and omics analyses, thereby advancing mechanistic and mixture-based risk assessment frameworks. METHODS: We applied a multi-level design: (i) a prospective population-based cohort (Shanghai Birth Cohort, n = 941) assessing prenatal exposure to lead (Pb), cadmium (Cd), mercury (Hg), and arsenic (As) measured in cord blood, with neurodevelopmental outcomes evaluated at ages 2 and 4; (ii) embryonic zebrafish models (0-5 dpf) exposed to a human-relevant mixture (Mix N) to assess locomotor and social behaviors, as well as dose-response relationships; (iii) zebrafish transcriptomic and metabolomic analyses to uncover molecular mechanisms, with emphasis on lipid and steroid metabolism; and (iv) the Similar Mixture Approach (SMACH) integrating evidence across species for risk assessment. RESULTS: Mean cord blood concentrations of Pb, Cd, Hg, and As were 13.560, 0.051, 2.237, and 2.478 μg/L, respectively. Prenatal exposure to the mixture significantly impaired motor and social functions, with Pb contributing most to motor deficits and Cd to social dysfunction. Zebrafish assays confirmed dose-dependent decreases in locomotor activity and social preference. Integrated omics analyses identified substantial disruption of lipid and steroid metabolic pathways, particularly involving the peroxisome proliferator-activated receptor (PPAR) signaling cascade. SMACH-based risk estimation suggested that over 51.7 % of children in the cohort may have experienced prenatal exposure levels associated with measurable neurodevelopmental risk. CONCLUSIONS: Prenatal exposure to heavy metal mixtures may compromise early neurodevelopment via PPAR-mediated lipid metabolic dysregulation. These findings provide mechanistic evidence, highlight the vulnerability of early life to combined exposures, and support translational, mixture-informed frameworks for risk assessment and prevention.",2025,0.002478,China,,Human
Mercury,41101675,Environ Res,Associations of pre- and postnatal levels of three heavy metals with visual impairment in 3-year-old children.,"Visual impairment is an important public health issue affecting young children. Environmental heavy metals, such as lead (Pb), mercury (Hg), and cadmium (Cd), are neurotoxicants that may disrupt visual development, yet evidence of their impact remains limited. We aimed to investigate the associations between pre- and postnatal blood concentrations of Pb, Hg, and Cd and the risk of visual impairment in children at age three, considering exposure timing, sex differences, and behavioral factors. We analyzed data from 599 children enrolled in the Korean Children's Environmental Health Study, a prospective cohort initially comprising 5458 children. Maternal blood metal concentrations were measured during early (<20 weeks) and late pregnancy (>30 weeks), while child blood levels were measured at 24 and 36 months. Visual impairment was defined as visual acuity (VA) below 0.5 (Snellen ≤20/40) on Jin's vision chart at age three. Logistic regression and generalized estimating equations were used to estimate associations, adjusting for confounders. Higher maternal blood Cd concentrations during early pregnancy were significantly associated with increased risk of unilateral visual impairment in offspring (OR = 2.49; 95 % CI: 2.01-3.10 per 1 μg/L). Associations were stronger among girls and children with higher screen time and lower outdoor activity. No significant differences were observed for Pb or Hg, or across other exposure time points. Our findings suggest maternal exposure to Cd during early pregnancy may adversely affect visual development in preschool children, particularly in girls and children with sedentary behaviors. Prenatal biomonitoring and targeted behavioral interventions are warranted to mitigate these risks.",2025,0.001,South Korea,,Human
Mercury,41024146,Environ Health,Relationship of prenatal methylmercury exposure and language/verbal function: a meta-analysis.,"BACKGROUND: Developmental neurotoxicity (DNT) is a well-established hazard of methylmercury (MeHg) exposure. Past research on MeHg has highlighted DNT tests of language/verbal function (in particular the Boston naming test (BNT)) as an important aspect of MeHg toxicity. METHODS: We conducted a meta-analysis based on a recent systematic review of MeHg neurodevelopmental dose-response cohort studies published 1998-2025 that reported similarly normed tests of language/verbal function. Meta-analyses were based on recent studies using maternal blood biomarkers or cord blood biomarkers converted into maternal blood biomarkers. RESULTS: For the BNT with or without cues, analysis (based on 2 studies (3 populations)) results were adverse, but not statistically significant. For the similarly normed language/verbal tests, decrements were statistically significant [-0.0085 95% (-0.0167; -0.0003) per MeHg µg/L maternal blood (based on eight studies)]. Results of a fill and trim sensitivity analysis were similar in the size of the effect to the original results. The two studies with sex-specific results indicated that boys appeared to be more sensitive to MeHg-related language/verbal function decrements when compared with girls. CONCLUSIONS: Although most of the individual study results of language/verbal function were not statistically significant, the meta-estimate showed a statistically significant decrement in language/verbal function in children due to prenatal MeHg exposure.",2025,,USA,,Human
Mercury,41016920,BMC Proc,International fluoride symposium: effects of fluoride on human health and its mechanisms of action - a meeting report.,"Fluoride prevents dental caries in a dose-response manner, leading some countries to adjust fluoride levels in water or table salt, as well as to promote the widespread use of topical fluoride. Recent studies have found associations between prenatal fluoride exposure levels of < 1.5 mg/L in water and urine and adverse neurodevelopmental outcomes. Although high fluoride levels have been recognized as neurotoxic in the past, a large body of contemporary evidence derived from retrospective analyses of birth cohort studies suggests fluoride may be neurotoxic to children at lower levels, highlighting the need for further, prospective research and multidisciplinary collaborations. The International Fluoride Symposium, held from April 29 to 30, 2024, brought together 20 researchers from the United States, Canada, Mexico, and Spain to discuss the impacts of fluoride on human health and its mechanisms of action. The primary goals of the symposium were to address challenges related to assessing fluoride exposure, share findings from cohort studies, develop a comprehensive research agenda, and foster international research partnerships. Key discussions included the dental caries preventive and toxic effects of fluoride, sources of fluoride exposure, biomarkers, dietary intake assessment methods, and analytical challenges. Presentation of results from cohort studies highlighted research on prenatal fluoride exposure and its association with neurodevelopmental outcomes and presented perspectives for future analyses. The symposium emphasized the need for customized dietary fluoride intake assessment tools, the development of high-throughput analytical methods for fluoride analysis, and research on the combined effects of fluoride with other chemical elements commonly found in the environment and the human diet. Additionally, there was a call for the harmonization of cohort data from diverse populations to address urgent questions about the impact of fluoride on human neurodevelopment and other health outcomes beyond oral health. It was agreed that prospective longitudinal cohort studies intentionally designed to assess fluoride exposure and neurodevelopment are essential, as none of the existing birth cohorts were designed to specifically study fluoride exposure (e.g., selection of biomarkers, collection intervals, diet exposure assessment). Furthermore, broader environmental health cohort studies that incorporate high-quality biomonitoring of waterborne neurotoxicants (such as fluoride, arsenic, lead, mercury), repeated measures of exposure, and inclusion of key covariates (e.g., socio-economic status, diet, iodine) are encouraged. Finally, developing effective communication strategies among scientists and the public was considered crucial for advancing fluoride research and mitigating potential health risks.",2025,1.5,USA,,Human
Mercury,40915477,Environ Res,"Maternal blood metal levels during pregnancy and body mass index z-score, overweight, and obesity among children: Findings of the Japan Environment and Children's Study.","This study explored the association between maternal blood lead, cadmium, mercury, and manganese concentrations during pregnancy and body mass index z-scores (zBMI), overweight, and obesity among children aged 0-4 years based on data from the Japan Environment and Children's Study (JECS). After data selection, 93,782 mother-child pairs were selected for analysis. Associations between prenatal metal exposure and obesity in children were explored using the generalized estimating equation (GEE), latent class growth analysis (LCGA), and quantile g-computation models. After adjusting for confounders, mercury (Hg) showed a very weak opposite association with zBMI, overweight, and obesity according to the GEE model. A one-unit increase in the log2(Hg) was associated with an approximately 3 % reduction in the odds of obesity. Similarly, lead and cadmium were associated with a slight reduction in zBMI. Results from the LCGA model showed that increased mercury exposure was associated with reduced odds of belonging to the late-onset or persistent obesity trajectory groups. The mixture effect from the quantile g-computation model indicated the same direction of association. A one-quartile simultaneous increase in the lead, cadmium, mercury, and manganese concentrations was associated with a 0.024 reduction in zBMI and the risk of overweight and obesity (approximately 4.6 % and 6.4 %, respectively). Extremely weak negative associations were observed between prenatal metal exposure and zBMI, overweight, and obesity during early childhood. However, given the weak effect size, we acknowledge that prenatal metal exposure does not significantly influence childhood obesity from a public health and clinical perspective.",2025,,Japan,,Human
Mercury,40900970,Neurol Genet,Single Nucleotide  SMN1  Variants in a Cohort of Individuals With Spinal Muscular Atrophy.,"BACKGROUND AND OBJECTIVES: Spinal muscular atrophy 5q (SMA) is a motor neuron disorder caused by recessive pathogenic variants in the SMN1 gene, which encodes the survival motor neuron (SMN) protein. While the majority of patients with SMA exhibit homozygous deletions in SMN1, a minority (2%-5%) of patients with SMA harbor an SMN1 deletion plus a single nucleotide variant on the second allele, which can be identified through direct gene sequencing. The comprehensive characterization of patients with SMA is increasingly crucial considering emerging therapies and newborn screening initiatives. METHODS: Over the past 20 years, we confirmed a molecular diagnosis of SMA in 149 patients consisting of 138 postnatal and 11 prenatal cases, through a quantitative molecular approach (real-time PCR and/or multiplex ligation-dependent probe amplification) associated with direct sequencing. RESULTS: We identified homozygous SMN1 deletions in 142 probands (95%). The remaining 7 patients (5%) displayed heterozygous SMN1 deletion in compound with a different molecular defect. Notably, 1 patient presented with an intronic variant necessitating mRNA transcript analysis, a process that extended the time to diagnosis. DISCUSSION: The identification of small pathogenic variants in patients with SMA is of paramount importance for enhancing diagnosis and prognosis, deciphering response variations to existing treatments, and designing novel therapies tailored to address these genetic variants. We propose a paradigm shift from current guidelines, particularly for patients with a heterozygous SMN1 deletion and a clinically compatible SMA phenotype, especially when reduced SMN transcript levels are evident. In such cases, expedited therapy initiation, including reversible treatments like nusinersen or risdiplam, is recommended without waiting for the completion of the molecular testing, thus minimizing delays in crucial therapeutic interventions.",2025,,Italy,brain,Human
Mercury,40882835,Environ Res,"Prenatal exposure to metals and metal mixtures influences birth weight in affected populations in the Republic of Suriname, South America.","This study examined the relationship between infant birth weight and exposure during pregnancy to three non-essential trace metals, cadmium, lead, and mercury, and one essential trace metal, manganese. Small-scale gold mining has contaminated freshwater fish with mercury, a primary food resource, in interior regions of Suriname, South America. Whole blood samples from pregnant women collected in early pregnancy (late first trimester or early second trimester) were used to determine trace metal concentrations. Inductively-coupled plasma mass spectrometry was used to measure trace metal concentrations. Bayesian kernel machine regression was used to evaluate the association of trace metal exposures on infant birth weight and possible interactions among trace elements. Lead was negatively associated with birth weight. Mercury appeared to affect birth weight in a non-linear fashion. Low birth weight was observed at low concentrations of blood mercury. Birth weight increased with increasing concentrations of mercury up to the higher concentrations of mercury where birth weight appeared to trend downward. Lead and mercury interacted such that high concentrations of lead and low concentrations of mercury were associated with low birth weight. Cadmium and manganese were not associated with birth weight in this study. Lead has been observed in previous studies to negatively influence birth weight as this study found. The association of mercury with birth weight in this study might reflect diet quality. With fish being a principal dietary source of mercury in this population and knowing that consumption of nutrient packed fish is beneficial for children's physical and neurological development, low concentrations of mercury may reflect the absence or low level of fish consumption in the maternal diet. The mechanistic and clinical health implications of these associations with birth weight require further investigation.",2025,,United States,,Human
Mercury,40869893,Int J Environ Res Public Health,Neurodevelopmental Outcomes Associated with Early-Life Exposure to Heavy Metals: A Systematic Review.,"INTRODUCTION: Globally, approximately 53 million children under the age of five live with some form of developmental disability. Exposure to heavy metals has been identified in the literature as a contributing factor in the etiology of neurodevelopmental disorders, however it usually is understudied. Even at low concentrations, these toxicants pose a risk to neurodevelopment, when affecting children early as in the prenatal period. This study aims to systematically review the literature on the associations between exposure to toxic heavy metals and neurodevelopmental outcomes in children. METHOD: The review was registered at the International Prospective Register of Systematic Review-PROSPERO, under number CRD420250653229 and searches were conducted in the PubMed, Scopus, Web of Science, EMBASE, Lilacs and PsycInfo databases. RESULTS: A total of 68 articles were included, comprising 48 longitudinal studies and 20 cross-sectional studies, published between 2006 and 2025, with a combined sample of 215,195 individuals from 23 countries. Lead was the most consistently investigated metal, appearing in 75% of the studies, followed by mercury, cadmium, and arsenic. Most findings referred to prenatal exposure. Cognitive and motor outcomes were predominantly affected by exposure to Pb and Hg, while behavioral outcomes showed negative associations mainly with Pb and As. CONCLUSIONS: The majority of the studies analyzed indicated adverse effects resulting from exposure to heavy metals during pregnancy, especially in the early months, highlighting the vulnerability of the developing brain.",2025,,Brazil,brain,Human
Mercury,40752713,Environ Pollut,Potential interactive effect of placental heavy metals and gestational diabetes mellitus on neonatal anthropometric measures: a birth cohort study.,"Studies demonstrate that prenatal exposure to heavy metals can impair fetal growth and development. Meanwhile, gestational diabetes mellitus (GDM), a frequent pregnancy complication, may also influence fetal development. Given the potential coexistence of these two risk factors, further investigation is needed to elucidate their combined effects on fetal development. Therefore, the current study aims to examine the relationship between mixed metal exposure and neonatal anthropometric measures under different maternal GDM status. Based on the Ma'anshan Birth Cohort (MABC), our study included 2397 mother-child pairs. Seven metals in the placenta were tested: arsenic(As), cobalt(Co), chromium(Cr), lead(Pb), cadmium(Cd), mercury(Hg) and zinc(Zn). Regression models, weighting indices, and mixed exposure models were used to analyze the association of metals and neonatal anthropometric measures, and relevant sensitivity analyses were conducted. In the GDM group, placental Zn was associated with a decreased risk of Small for Gestational Age (SGA) (OR = 0.20, 95 %CI: 0.05-0.83), while Hg was associated with an increased risks of SGA (OR = 3.18, 95 %CI: 1.38-7.35) and Large for Gestational Age (LGA) (OR = 2.11, 95 %CI: 1.09-4.12). We found a U-shaped relationship between mixed metal exposure and birth weight in the non-GDM group. While in the GDM group, an increase in the concentration of mixed metal exposure was associated with an increase in birth weight. In the non-GDM group, a decreased risk of low birth weight(LBW) was observed in Co (OR = 0.13, 95 %CI: 0.04-0.43), while an increased risk was observed in Hg (OR = 2.06, 95 %CI: 1.11-3.83) and Cr (OR = 1.87, 95 %CI: 1.04-3.35) exposure, with no significant associations in GDM. High mixed concentrations were found to be related to increased birth length in GDM group, but related with decreased birth length in non-GDM group. The association between placental heavy metals and neonatal anthropometric measures differed between GDM and non-GDM group. These observations warrant further experimental studies to elucidate the underlying mechanisms.",2025,,China,,Human
Mercury,40712836,Neurotoxicology,"Long-term mercury exposure and cognitive functions in a First Nation community in Northern Ontario, Canada.","Prenatal, childhood, and current mercury (Hg) exposure through fish consumption have each been associated with cognitive deficits, but little information exists on the consequences of long-term exposure among adults. Since 1962, Grassy Narrows First Nation has been exposed to Hg from an industrial discharge. Average Hair Hg (HHg) concentrations, initially very high, decreased over time and stabilized in the 1990's. Montreal Cognitive Assessment (MoCA) test outcomes were analyzed in 85 persons aged 32-75 y (median: 53 y) with respect to retrospective year-based HHg measurements between 1970 and 1997 and current blood Hg. Since the MoCA has not been clinically validated for Indigenous populations, residuals of age- and education-adjusted scores were used (MoCA-r scores). Lower MoCA-r scores were observed among persons in the higher quartile of maximum HHg compared to those in the lower quartile (p = 0.007). Clustering of the test items yielded 3 clusters representing verbal fluency and abstraction, cognitive flexibility and working memory, and visuospatial functioning. To model the evolution of HHg over time, longitudinal mixed effect models (LMEM) were performed with persons with ≥ 10 repeated year-based HHg measurements. Higher long-term past HHg was associated with lower MoCA-r and all cluster scores. No association was observed between MoCA-r or cluster scores and blood Hg, which reflects recent exposure. The findings suggest that legacy exposure can affect cognitive functioning decades later, even when average current concentrations have decreased to below recommended guidelines. Prospective studies could provide information on the rate of decline and the possible future impact of current exposure.",2025,,Canada,,
Mercury,40711001,Toxics,Toxic Metal Content in Deciduous Teeth: A Systematic Review.,"Deciduous teeth accumulate toxic metals until fully mineralized, making them a stable biological matrix for assessing chronic exposure during fetal and early postnatal life. Their metal content is influenced by environmental factors (e.g., industrial areas, mining sites) and individual factors (e.g., maternal diet, early nutrition, passive smoking). The aim of this study was to evaluate the toxic metal content in deciduous teeth and to identify factors contributing to its accumulation, as well as possible health implications. A systematic review was conducted in accordance with the PRISMA guidelines and following the PICO framework. Quality assessment was assessed using the Joanna Briggs Institute (JBI) checklist for quasi-experimental studies. The literature search was carried out in the PubMed, Scopus, and Web of Science databases using the following keywords: deciduous, milk, primary, decidua, teeth, dentition, heavy metal, toxic metals. A total of 134 articles were initially identified, with 95 remaining after duplicate removal. After screening, 75 articles were excluded: 71 did not meet the inclusion criteria, 3 were not available in English, and 1 lacked full-text access. Ultimately, 20 studies were included in the review. Toxic metal concentrations were determined using various analytical techniques, mainly inductively coupled plasma mass spectrometry (ICP-MS) and atomic absorption spectrometry (AAS). Higher levels of metals, especially lead, were observed in the teeth of children residing in industrial areas, near mines, or in regions affected by armed conflict. Although two out of five studies indicated a possible link between fathers' smoking habits and elevated lead concentrations, no definitive relationship was established between secondhand smoke exposure and the levels of lead and cadmium found in dental tissue. Similarly, no definitive relationship was identified between mercury and lead content and the prevalence of autism. However, lower manganese levels were associated with the presence of autistic traits, weaker verbal performance, and reduced memory capacity. In conclusion, deciduous teeth represent a valuable biological material for assessing chronic prenatal and early postnatal exposure to toxic metals, which may serve as a starting point for further research into diseases of unknown etiology, such as autism, and in the future may have clinical significance in their prevention and treatment. And it is also important for monitoring environmental pollution levels.",2025,,Poland,,Human
